date|team|acquired|relinquished|notes
1998-09-30|Pistons|Garfield Heard||hired as assistant coach
1998-10-07|Kings|Byron Scott||hired as assistant coach
1998-10-07|Kings|John Wetzel||hired as assistant coach
1998-10-07|Kings|Steve Fisher||hired as assistant coach
1998-10-07|Kings|Pete Carril||hired as assistant coach
1998-10-15|Blazers|Tim Grgurich||hired as assistant coach
1998-10-22|Bucks|Mike McNeive||hired as assistant coach / scout
1998-10-22|Bucks|Mike Thibault||hired as assistant coach
1998-10-22|Bucks|Ron Adams||hired as assistant coach
1998-10-22|Bulls|Tex Winter||re-signed as assistant coach
1999-01-13|Clippers|Chris Ford||hired as head coach, signed to a reported 3-year, almost $3M contract
1999-01-13|Clippers|Jim Todd||hired as assistant coach
1999-01-13|Clippers|Jim Brewer||hired as assistant coach
1999-01-14|Magic|Eric Musselman||hired as assistant coach
1999-01-14|Magic|Wayne Rollins / Tree Rollins||re-signed as assistant coach
1999-01-15|Bulls|Tim Floyd||moved from director of basketball operations to head coach
1999-01-18|Pistons|George Irvine||hired as assistant coach
1999-01-25|Nuggets|Kim Hughes||named as assistant coach in addition to director of scouting
1999-02-24|Lakers||Del Harris|fired as head coach
1999-02-24|Lakers|Bill Bertka||promoted assistant coach to interim head coach
1999-02-26|Lakers|Kurt Rambis||hired as head coach
1999-03-07|Hornets||Dave Cowens|resigned as head coach
1999-03-08|Hornets|Paul Silas||promoted from assistant coach to interim head coach for the remainder of the 1998-99 season
1999-03-15|Nets||Jack Haley|fired as assistant coach
1999-03-15|Nets||John Calipari|fired as VP of basketball operations and head coach
1999-03-15|Nets||Kenny Gattison|fired as assistant coach
1999-03-15|Nets||Johnny Davis|fired as assistant coach
1999-03-15|Nets|Don Casey||promoted from assistant coach to interim head coach
1999-03-17|Lakers|Dave Wohl||hired as assistant coach
1999-03-17|Nets|Eddie Jordan||hired as assistant coach
1999-03-17|Nets|Jim Lynam||hired as assistant coach
1999-03-18|Nets|Mike O'Koren||hired as assistant coach
1999-03-26|Kings||Steve Fisher|resigned as assistant coach
1999-04-05|Wizards||Bernie Bickerstaff|fired as head coach
1999-04-05|Wizards|Jim Brovelli||promoted to interim head coach
1999-05-11|Hornets|Paul Silas||re-signed as head coach to a 3-year, $4.5M contract with a 1-year, $1.5M team option
1999-05-24|Magic||Chuck Daly|retired as head coach - remained as consultant to GM
1999-05-28|Hornets|Jerry Eaves||hired as assistant coach
1999-06-01|Cavaliers||Mike Fratello|fired as head coach
1999-06-07|Magic|Glenn Rivers / Doc Rivers||hired as head coach, signed to a 4-year, $8M contract
1999-06-16|Lakers|Phil Jackson||hired as head coach, signed to a reported 5-year, approximately $30M contract
1999-06-16|Wizards|Garfield Heard||hired as head coach and signed to a reported 3-year, approximately $4.5M contract
1999-06-25|Nets|Don Casey||named head coach and signed to a 3-year, $3.5M contract (only first year guaranteed)
1999-07-01|Magic|Eric Musselman||re-signed as assistant coach to a new contract
1999-07-01|Magic|Dave Wohl||hired as assistant coach
1999-07-06|Spurs|Gregg Popovich||re-signed as head coach & GM to a 4-year contract extension
1999-07-07|Cavaliers|Randy Wittman||hired as head coach
1999-07-07|Lakers|Jim Cleamons||agreed on contract as assistant coach
1999-07-07|Timberwolves||Randy Wittman|resigned as assistant coach
1999-07-09|Bulls||Frank Hamblen|resigned as assistant coach
1999-07-09|Lakers|Frank Hamblen||hired as assistant coach
1999-07-11|Magic|Johnny Davis||hired as assistant coach
1999-07-13|Cavaliers|Mike Woodson||hired as assistant coach
1999-07-13|Kings|Pete Carril||re-signed as assistant coach
1999-07-15|Cavaliers|Bill Blair||hired as assistant coach
1999-07-16|Bulls||Tex Winter|resigned as assistant coach
1999-07-16|Lakers|Tex Winter||hired as assistant coach
1999-07-21|Wizards|Wayne Rollins / Tree Rollins||hired as assistant coach
1999-07-21|Wizards|Mike Bratz||hired as assistant coach
1999-07-26|Heat|Marc Iavaroni||hired as assistant coach & director of player development
1999-07-26|Nets|Mike O'Koren||re-signed as assistant coach
1999-07-26|Nets|Eddie Jordan||re-signed as assistant coach
1999-07-26|Nets|Jim Lynam||re-signed as assistant coach
1999-07-27|Kings|Byron Scott||re-signed as assistant coach to a contract extension through 2000-01
1999-07-27|Kings|John Wetzel||re-signed as assistant coach to a contract extension through 2000-01
1999-07-29|Timberwolves|Phil Saunders / Flip Saunders||re-signed as head coach & GM to a multi-year contract extension through 2001-02 with a team option for two additional years
1999-08-02|Cavaliers|Bob Ociepka||hired as assistant coach
1999-08-03|Wizards|Alfred Beard / Butch Beard||hired as assistant coach
1999-08-05|Timberwolves|Sidney Lowe||hired as assistant coach
1999-08-10|Bulls|Bill Berry||hired as assistant coach
1999-08-11|Knicks|Jeff Van Gundy||re-signed as head coach to a contract extension
1999-08-13|Pistons|Larry Drew I||hired as assistant coach
1999-08-13|Pistons|Morris McHone / Mo McHone||hired as assistant coach
1999-08-18|Heat|Pat Riley||"re-signed as president & head coach to a contract extension that will take him ""well into the 21st century"""
1999-08-27|Bulls|Phil Johnson||hired as assistant coach
1999-09-03|76ers|John Calipari||hired as assistant coach
1999-09-09|Suns|Phil Weber||hired as assistant coach
1999-09-10|Lakers|Bill Bertka||signed as assistant coach to a multi-year contract
1999-09-14|Nuggets||Mike D'Antoni|fired as head coach
1999-09-14|Nuggets|Dan Issel||named as head coach in addition to VP & GM
1999-09-28|Bucks|Don Newman||hired as assistant coach
1999-09-30|Grizzlies|Lawrence Frank||promoted from scout to assistant coach
1999-10-04|Rockets|Mike Wells||promoted to assistant coach
1999-12-13|Suns||Danny Ainge|resigned as head coach
1999-12-13|Suns|Scott Skiles||promoted from assistant coach to head coach
1999-12-16|Grizzlies||Brian Hill|fired as head coach
1999-12-16|Grizzlies|Lionel Hollins||named interim head coach for the remainder of the season
1999-12-18|Suns|John MacLeod||hired as special assistant coach
1999-12-18|Suns|John MacLeod||hired as assistant coach
1999-12-21|Raptors|Clarence Carter / Butch Carter||signed as head coach to a reported $8M contract extension through 2002-03
1999-12-27|Warriors||Bob Staak|fired as assistant coach
1999-12-27|Warriors||P.J. Carlesimo|fired as head coach
1999-12-27|Warriors|Brian Winters||hired as assistant coach
1999-12-27|Warriors|Garry St. Jean||hired as head coach in addition to GM
1999-12-27|Warriors|Paul Westhead||moved from assistant coach to front office position
2000-01-29|Wizards||Garfield Heard|fired as head coach
2000-01-29|Wizards||Alfred Beard / Butch Beard|fired as assistant coach
2000-01-29|Wizards||Mike Bratz|fired as assistant coach
2000-01-29|Wizards|Darrell Walker||hired as interim head coach
2000-01-31|Warriors|Dave Cowens||hired as assistant coach
2000-02-01|Nuggets|Dan Issel||re-signed president & head coach to a 4-year contract
2000-02-03|Clippers||Chris Ford|fired as head coach
2000-02-03|Clippers|Jim Todd||promoted to interim head coach
2000-02-04|Clippers|Dennis Johnson||hired as assistant coach
2000-02-18|Clippers|Kareem Abdul-Jabbar / Lew Alcindor||hired as assistant coach
2000-03-04|Rockets|Rudy Tomjanovich||re-signed as head coach to a 4-year contract extension through 2004-05
2000-03-06|Pistons||Alvin Gentry|fired as head coach
2000-03-06|Pistons|George Irvine||named interim head coach
2000-03-13|Mavericks|Del Harris||hired as assistant coach / defensive coordinator
2000-03-14|Mavericks|Brad Davis||hired as assistant coach
2000-03-24|76ers|Larry Brown||re-signed as head coach to a reported 5-year contract extension through 2004-05
2000-04-18|Suns|Scott Skiles||re-signed head coach to a 5-year, reported $12.5M contract
2000-04-18|Warriors|Dave Cowens||hired as head coach effective at the end of the 1999-00 season
2000-04-24|Hawks||Lenny Wilkens|resigned as head coach
2000-04-26|Nets||Don Casey|fired as head coach
2000-05-05|Blazers||Bill Musselman|assistant coach died
2000-05-08|Grizzlies||Jack Nolan|fired as assistant coach
2000-05-08|Grizzlies||Jim Boylan|fired as assistant coach
2000-05-08|Grizzlies||Lawrence Frank|fired as assistant coach
2000-05-08|Grizzlies||Lionel Hollins|fired interim head coach
2000-05-09|Mavericks|Sidney Moncrief||hired as assistant coach
2000-05-24|Hawks|Lon Kruger||hired as head coach, signed to a reported 5-year, $10M contract
2000-05-25|Hornets||Mark Osowski|resigned as assistant coach
2000-05-27|Mavericks|Don Nelson||re-signed as head coach to a 3-year, $15.3M contract and to an additional 3-year, $4.8M contract as GM
2000-05-30|Magic|Paul Pressey||hired as assistant coach
2000-05-31|Timberwolves||Sidney Lowe|resigned as assistant coach
2000-06-01|Grizzlies|Sidney Lowe||hired as head coach, signed to a reported 4-year, $7M contract
2000-06-05|Hornets|Stephen Silas||promoted to assistant coach
2000-06-06|Pistons|George Irvine||re-signed as head coach to a 3-year, $5.2M contract
2000-06-08|Hawks|Eric Musselman||hired as assistant coach
2000-06-08|Hawks|Rick Mahorn||hired as assistant coach
2000-06-13|Hawks|Alvin Gentry||hired as assistant coach (likely incorrect)
2000-06-13|Raptors||Clarence Carter / Butch Carter|fired as head coach
2000-06-13|Suns||Roger Reid|fired as assistant coach
2000-06-13|Suns|Frank Johnson||re-signed as assistant coach to 3-year contract
2000-06-13|Suns|Jim Boylan||hired as assistant coach to 3-year contract
2000-06-13|Suns|Phil Weber||re-signed as assistant coach to a 3-year contract
2000-06-14|Mavericks|Anthony Webb / Spud Webb||hired as special assistant coach
2000-06-14|Mavericks|Greg Dreiling||hired as special assistant coach
2000-06-14|Mavericks|Morlon Wiley||hired as special assistant coach
2000-06-14|Mavericks|Scott Lloyd||hired as special assistant coach
2000-06-14|Wizards|Leonard Hamilton||hired as head coach, signed to a reported 5-year, $10M contract
2000-06-16|Spurs|Alvin Gentry||hired as assistant coach
2000-06-20|Warriors|Brian Winters||re-signed as assistant coach
2000-06-20|Warriors|Mark Osowski||hired as assistant coach
2000-06-20|Warriors|Phil Hubbard||hired as assistant coach
2000-06-20|Warriors|Clifford Ray||hired as assistant coach
2000-06-21|Raptors|Lenny Wilkens||hired as head coach, signed to a reported 4-year, $20M contract
2000-06-22|Pacers||Larry Bird|resigned as head coach (remained as executive VP)
2000-06-23|Grizzlies|Scott Roth||hired as assistant coach
2000-06-27|Wizards|Larry Drew I||hired as assistant coach
2000-06-27|Wizards|John Bach / Johnny Bach||hired as assistant coach
2000-06-27|Wizards|Stan Jones||hired as assistant coach
2000-06-27|Kings||Byron Scott|resigned as assistant coach
2000-06-27|Nets|Byron Scott||hired as head coach, signed to a reported 3-year, $6.3M contract with a 1-year team option
2000-07-01|Spurs|Joe Prunty||promoted to assistant coach / video coordinator (date approximate)
2000-07-09|Hawks|Garfield Heard||hired as assistant coach
2000-07-11|Mavericks|Rolando Blackman||hired as assistant coach
2000-07-11|Timberwolves|Don Zierden||hired as assistant coach
2000-07-11|Timberwolves|Jimmy Williams||hired as assistant coach
2000-07-13|Raptors|Brian James||hired as assistant coach
2000-07-13|Raptors|Craig Neal||hired as assistant coach
2000-07-13|Raptors|Stan Albeck||hired as assistant coach
2000-07-13|Raptors|Jim Brewer||hired as assistant coach
2000-07-17|Grizzlies|Michael Adams||hired as assistant coach
2000-07-20|Pacers|Isiah Thomas||hired as head coach, signed to a reported 4-year, $20M contract
2000-08-07|Bulls|Norm Ellenberger||hired as assistant coach
2000-08-08|Cavaliers|Keith Smart||hired as assistant coach and director of player development
2000-08-10|Clippers|Alvin Gentry||hired as head coach, signed to a 4-year contract
2000-08-11|Pistons|Dave Twardzik||hired as assistant coach
2000-08-11|Pistons|Mike Sanders||hired as assistant coach
2000-08-18|Pacers|Brendan Malone||hired as assistant coach
2000-08-18|Pacers|Jim Stack||hired as assistant coach
2000-08-22|Pacers|Wayne Rollins / Tree Rollins||hired as assistant coach
2000-08-23|Grizzlies|Bob Staak||hired as assistant coach
2000-08-23|Pistons||John Hammond|resigned as assistant coach (date approximate)
2000-08-24|Clippers||Kareem Abdul-Jabbar / Lew Alcindor|fired as assistant coach
2000-08-24|Clippers|Dennis Johnson||hired as assistant coach
2000-08-24|Clippers|John Hammond||hired as assistant coach
2000-08-24|Clippers|Rex Kalamian||hired as assistant coach
2000-08-25|Spurs|Mike Brown (c)||hired as assistant coach and director of player development
2000-09-01|Knicks|Kevin O'Neill||hired as assistant coach
2000-09-18|Kings|Elston Turner||hired as assistant coach
2000-09-25|Knicks|Steve Clifford||hired as assistant coach/scout
2000-09-27|Kings|Rick Adelman||re-signed as head coach to a 1-year contract extension through 2001-02
2000-09-29|Cavaliers||Bill Blair|retired as assistant coach
2000-09-30|Pacers|Vern Fleming||hired as assistant coach
2000-10-02|Celtics||Andy Enfield|resigned as assistant coach
2000-10-03|Blazers|Neal Mayer||hired as assistant coach / scout
2000-10-03|Blazers|Mike D'Antoni||hired as assistant coach / scout
2000-10-23|Hawks||Gary Wortman|assistant coach / scout died
2000-11-27|Sonics||Paul Westphal|fired as head coach
2000-11-27|Sonics|Nate McMillan||promoted to interim head coach
2000-12-20|Kings|Rick Adelman||re-signed as head coach to a 2-year contract extension through 2003-04
2001-01-05|Sonics|Nate McMillan||promoted to head coach
2001-01-08|Celtics||Rick Pitino|resigned as head coach & president
2001-01-08|Celtics|Jim O'Brien||promoted to interim head coach
2001-02-02|Jazz|Jerry Sloan||re-signed as head coach to a 3-year contract extension through 2003-04
2001-03-27|Sonics|Nate McMillan||re-signed as head coach to a 4-year, estimated $10.8M contract extension through 2004-05
2001-03-28|Bucks|George Karl||re-signed as head coach to a reported 2-year, $14M contract extension through 2003-04
2001-04-18|Wizards||Leonard Hamilton|fired/resigned as head coach
2001-04-19|Cavaliers||Randy Wittman|fired as head coach
2001-04-19|Cavaliers||Mike Woodson|fired as assistant coach
2001-04-19|Pistons||George Irvine|fired as head coach
2001-04-19|Wizards|Doug Collins||hired as head coach
2001-04-20|Magic|Glenn Rivers / Doc Rivers||re-signed as head coach to a 2-year, reported $10M contract extension through 2004-05
2001-04-24|Celtics|Jim O'Brien||promoted from interim head coach to head coach and signed to a 3-year contract
2001-05-08|Blazers||Mike Dunleavy Sr.|fired as head coach
2001-05-14|Celtics|Dick Harter||hired as assistant coach
2001-05-14|Clippers||John Hammond|resigned as assistant coach (date approximate)
2001-05-18|Pistons|Bob Ociepka||hired as assistant coach
2001-05-25|Pistons|Rick Carlisle||hired as head coach
2001-06-01|Sonics|Dean Demopoulos||hired as assistant coach
2001-06-07|Wizards|Brian James||hired as assistant coach
2001-06-15|Hornets||Lee Rose|resigned/retired as assistant coach
2001-06-19|Cavaliers|John Lucas Sr.||hired as head coach, signed to a reported 3-year, $8-9M contract
2001-06-20|Timberwolves|Phil Saunders / Flip Saunders||re-signed head coach to a 2-year contract extension through 2005-06
2001-06-26|Pistons|Kevin O'Neill||hired as assistant coach
