date|team|acquired|relinquished|notes
1990-02-26|Cardinals|Tom Lovat||hired as offensive line coach
1990-02-26|Patriots||Raymond Berry / Ray Berry (a)|fired as head coach
1990-02-27|Bills|Chuck Dickerson||hired as defensive line coach
1990-02-27|Patriots||Don Shinnick|fired as linebackers coach
1990-02-27|Patriots||Ed Khayat / Eddie Khayat|fired as defensive line coach
1990-02-27|Patriots||Guy Morriss|fired as offensive line coach
1990-02-27|Patriots||Harold Jackson|fired as receivers coach
1990-02-27|Patriots||Jimmy Carr|resigned as secondary coach
1990-02-27|Patriots|Rod Rust||hired as head coach
1990-03-02|Chargers|John Dunn||hired as strength & conditioning coach
1990-03-02|Jets|Joe Daniels||hired as quarterbacks coach
1990-03-05|Patriots|Jimmy Raye||hired as offensive coordinator and quarterbacks coach
1990-03-06|Eagles|Lew Carpenter||hired as receivers coach
1990-03-06|Falcons|Keith Rowen||hired as tight ends / special teams coach
1990-03-06|Vikings|Maxie Baughan||hired as assistant linebackers coach
1990-03-07|Bengals|Dana Bible||hired as quarterbacks coach
1990-03-07|Steelers|Dennis Creehan||hired as linebackers coach
1990-03-08|Patriots|Steve Crosby||hired as special teams coach
1990-03-09|Steelers||Dennis Creehan|rescinded contract of linebackers coach
1990-03-09|Steelers|Bob Valesente||hired as linebackers coach
1990-03-11|Patriots|Charlie Sumner||hired as defensive coordinator and secondary coach
1990-03-11|Patriots|Rod Humenuik||hired as offensive line coach
1990-03-11|Patriots|Dale Lindsey||hired as defensive line coach
1990-03-20|Giants|Charlie Weiss||hired as defensive assistant coach
1990-03-20|Rams|Jairo Penaranda / Jairo Penarado||hired as special teams coach
1990-04-05|Bills|Glenn Deadmond||hired as defensive assistant coach
1990-04-27|Raiders|Mike White||hired as assistant coach for special projects
1990-05-01|Cowboys||Neill Armstrong|retired as quality control coach
1990-05-16|Browns|Donnie Shell||hired as assistant secondary coach
1990-05-16|Browns|Gary Green||hired as assistant secondary coach
1990-05-16|Browns|Mike Faulkner||hired as secondary coach
1990-05-16|Browns|Tyrone Dixon||hired as assistant coach
1990-06-05|Raiders|Odis McKinney||hired as assistant coach for special projects
1990-11-05|Browns||Bud Carson|fired as head coach
1990-11-05|Browns|Jim Shofner||promoted to head coach
1991-01-01|Browns|Phil Savage||hired as defensive backs coach (date approximate)
1991-01-04|Patriots||Rod Rust|fired as head coach
1991-01-07|Patriots|Dick MacPherson||hired as head coach
1991-01-08|Eagles||Buddy Ryan|fired as head coach
1991-01-08|Eagles|Rich Kotite||promoted to head coach
1991-01-09|Cowboys||Alan Lowry|fired as tight ends coach
1991-01-09|Cowboys||Dick Nolan|fired as defensive backs coach
1991-01-09|Cowboys|David Shula||re-assigned to passing-game coordinator & receivers coach
1991-01-09|Eagles||Al Roberts|fired as special teams coach
1991-01-09|Eagles||Ronnie Jones|fired as linebackers and strength & conditioning coach
1991-01-09|Rams||Artie Gigantino|fired as assistant linebackers coach
1991-01-09|Rams||Fred Whittingham|fired as linebackers coach
1991-01-09|Rams||Jairo Penaranda / Jairo Penarado|fired as special teams coach
1991-01-09|Rams||Larry Brooks|fired as assistant defensive line coach
1991-01-09|Rams||Steve Shafer|fired as secondary coach
1991-01-11|Colts|Leon Burtnett||promoted to offensive coordinator and quarterbacks coach
1991-01-14|Bengals||Bill Johnson / Tiger Johnson|retired as tight ends coach
1991-01-14|Chargers||Gunther Cunningham|resigned as defensive line coach
1991-01-14|Patriots|Charlie West||hired as defensive backs coach
1991-01-15|Rams|Tom Bettis||hired as secondary coach
1991-01-21|Patriots|Dante Scarnecchia||hired as assistant coach
1991-01-21|Patriots|Dave Uyrus||hired as special teams coach
1991-01-21|Patriots|Rod Humenick||re-signed as assistant coach
1991-01-21|Patriots|Bobby Grier||re-signed as assistant coach
1991-01-21|Patriots|Don Blackmon||re-signed as assistant coach
1991-01-21|Patriots|Ivan Fears||hired as receivers coach
1991-01-21|Patriots|Joe Collier Jr.||hired as assistant coach
1991-01-21|Patriots|Myrel Moore||hired as assistant coach
1991-01-28|Eagles|Richard Wood (a)||hired as defensive backs coach (running backs coach per BaltSun)
1991-01-28|Eagles|Zeke Bratkowski||hired as quarterbacks coach
1991-01-29|Bengals|David Shula||hired as wide receivers coach
1991-01-30|Colts|Sylvester Croom||hired as running backs coach
1991-01-31|Eagles|Jim Vechiarella||hired as linebackers coach
1991-02-01|Colts|Bill Muir||reassigned to offensive line coach
1991-02-04|Buccaneers|Richard Williamson||hired as head coach, signed to a 2-year contract
1991-02-04|Rams|Jimmy Raye||hired as passing game-receivers coach
1991-02-04|Rams|John Teerlinck||hired as defensive line coach
1991-02-05|Bears|Mike Ditka||re-signed as head coach to a 3-year contract extension
1991-02-05|Browns|Bill Belichick||hired as head coach, signed to a 5-year contract
1991-02-05|Packers|Russell Riederer / Russ Riederer||hired as strength and conditioning coach
1991-02-06|Raiders|Earl Leggett||hired as defensive line coach
1991-02-07|Colts|Ron Meyer||re-signed as head coach to a 4-year, $2-3M contract
1991-02-13|49ers|George Seifert||re-signed as head coach to a 2-year contract extension through 1993
1991-02-13|Buccaneers|Floyd Peters||hired as defensive coordinator and defensive line coach
1991-02-13|Patriots|Stan Jones||hired as defensive line coach
1991-02-14|49ers|Ray Sherman||hired as running backs coach
1991-02-15|Buccaneers|Ray Hamilton (b)?||hired as assistant defensive line coach
1991-02-15|Jets|Al Roberts||hired as special teams coach
1991-02-15|Jets|Serafino Fazio / Foge Fazio||promoted to linebackers coach
1991-02-18|Browns|Gary Tranquill||hired as assistant offensive coach
1991-02-18|Browns|Ernie Adams||hired as assistant offensive coach
1991-02-18|Lions|Raymond Berry / Ray Berry (a)||hired as quarterbacks coach
1991-02-19|Broncos|Ernie Stautner||hired as defensive line coach
1991-02-19|Chargers|Chuck Clausen||hired as defensive line coach
1991-02-19|Colts|Steve Furness||hired as defensive line coach
1991-02-19|Falcons|June Jones||promoted to assistant head coach of offense
1991-02-19|Falcons|Keith Rowan||hired as offensive line coach
1991-02-19|Falcons|Ollie Wilson||hired as running backs coach
1991-02-19|Rams|Clarence Shelmon||hired as running backs coach
1991-02-19|Rams|Ronnie Jones||hired as linebackers coach
1991-02-20|Browns|Hal Hunter||hired as offensive line coach
1991-02-20|Cowboys|Robert Ford||hired as tight ends coach
1991-02-20|Giants|Ron Erhardt||hired as assistant head coach
1991-02-22|Browns|Richard Mann||hired as wide receivers coach
1991-02-22|Browns|Steve Crosby||hired as running backs coach
1991-02-25|Buccaneers|Morris Watts||hired as quarterbacks coach
1991-02-28|Browns|Don Blackmon||hired as linebackers coach
1991-02-28|Browns|Jim Bates||hired as linebackers coach
1991-02-28|Browns|John Mitchell||hired as defensive line coach
1991-03-04|Browns|Jerry Simmons||hired as strength and conditioning coach
1991-03-04|Falcons|Bobby April Sr.||hired as special teams & tight ends coach
1991-03-05|Bills|Marv Levy||re-signed as head coach to a contract extension through 1995
1991-03-05|Eagles|Peter Giunta||hired as defensive assistant coach and special teams assistant coach
1991-03-08|Browns|Scott O'Brien||hired as special teams coach
1991-03-13|Buccaneers|Tom Schertz||hired as assistant offensive coach
1991-03-29|Browns|Phil Savage||hired as speceial assistant to the head coach
1991-04-04|Patriots|Ian Pyka||hired as strength and conditioning coach
1991-04-04|Rams|John Robinson||re-signed as head coach to a 3-year contract extension
1991-04-25|Seahawks|Chuck Knox Sr.||re-signed as head coach to a 2-year contract extension
1991-05-15|Giants||Bill Parcells|resigned as head coach
1991-05-15|Giants|Ray Handley||promoted to head coach
1991-05-23|Broncos|Riley Odoms||hired as coaching interm during training camp
1991-05-23|Giants|Charlie Weiss||re-assigned to running backs coach
1991-05-23|Giants|Bobby Trott||hired as defensive assistant coach
1991-05-23|Giants|George Sefcik||hired as wide receivers coach
1991-07-22|Eagles|Ron Brown||hired as coaching intern
1991-10-01|Colts||Leon Burtnett|fired as offensive coordinator & quarterbacks coach
1991-10-01|Colts||Ron Meyer|fired as head coach
1991-10-01|Colts|Rick Venturi||hired as head coach for the remainder of the season
1991-12-03|Vikings||Jerry Burns|retired as head coach
1991-12-20|Rams||John Robinson|resigned as head coach (date approximate)
1991-12-22|Packers||Lindy Infante|fired as head coach
1991-12-23|Chargers||Dan Henning|fired as head coach
1991-12-26|Steelers||Chuck Noll|retired as head coach
1992-01-01|Rams|Chuck Knox Sr.||hired as head coach (date approximate)
1992-01-02|Chargers|Bobby Ross||hired as head coach
1992-01-10|Vikings|Dennis Green (a)||hired as head coach
1992-01-11|Packers|Mike Holmgren||hired as head coach to a 5-year contract
1992-01-18|Buccaneers|Steve Shafer||hired as defensive backs coach
1992-01-18|Packers||Willie Peete|fired as assistant coach
1992-01-18|Packers||Buddy Geis|fired as assistant coach
1992-01-18|Packers||Richard Moseley / Dick Moseley (NYT)|fired as assistant coach
1992-01-18|Packers||Virgil Knight|fired as assistant coach
1992-01-20|Cowboys|Dave Wannstedt||promoted to assistant head coach (in addition to defensive coordinator and linebackers coach)
1992-01-28|Colts||Rick Venturi|fired as head coach (date approximate)
1992-01-28|Colts|Ted Marchibroda||hired as head coach
1992-01-31|Colts|Dwain Painter||hired as receivers coach
1992-01-31|Rams|Howard Tippett||hired as tight ends and special teams coach
1992-01-31|Rams|Jim Erkenbeck||hired as offensive line coach
1992-01-31|Rams|Milt Jackson||hired as wide receivers coach
1992-02-01|Steelers|Bill Cowher||hired as head coach (date approximate)
1992-03-01|Chiefs|Jimmy Raye||hired as offensive assistant / tight ends coach (date approximate)
1992-04-23|Redskins|Russ Grimm||hired as assistant tight ends coach
1992-07-01|Chargers|John Fox||hired as defensive backs coach (date approximate)
1992-12-28|Broncos||Dan Reeves|fired as head coach
1993-01-04|Oilers||Pat Thomas (S.)|fired as defensive backs coach
1993-01-05|Bears||Mike Ditka|fired as head coach (will remain as consultant)
1993-01-19|Bears|Dave Wannstedt||hired as head coach
1993-01-21|Patriots|Bill Parcells||hired as head coach
1993-01-25|Broncos|Wade Phillips||promoted to head coach, signed to a 3-year contract
1993-01-29|Broncos|John Levra||hired as offensive line coach
1993-01-29|Giants|Joe DeCammillas||hired as special teams coach
1993-01-29|Giants|Pete Mangurian||hired as offensive line coach
1993-01-29|Seahawks|Howard Mudd||hired as offensive line coach
1993-02-01|Chiefs|Mike McCarthy||hired as offensive quality control coach (date approximate)
1993-02-01|Oilers|Charlie Baggett||hired as receivers coach (date approximate)
1993-02-05|Bears|Clarence Brooks||hired as defensive line coach
1993-02-05|Bears|Ivan Fears||hired as receivers coach
1993-02-05|Jets|Johnny Roland||hired as running backs coach
1993-02-08|Giants|James Daniel||hired as tight ends coach
1993-02-08|Giants|Dick Rehbein||hired as wide receivers coach
1993-02-08|Giants|Don Blackmon||hired as linebackers coach
1993-02-08|Giants|George Sefcik||hired as running backs coach
1993-02-17|Raiders|Jim Haslett||hired as linebackers coach
1993-02-17|Vikings|Chris Foerster||hired as assistant offensive line coach
1993-02-18|Jets|Bruce Coslet||re-signed as head coach to a 1-year contract extension through 1994 season
1993-02-26|Oilers|George Baggett||hired as receivers coach
1993-03-02|Buccaneers||Ray Oliver|resigned as strength and conditioning coach
1993-03-02|Buccaneers|Dennis Green (b)||promoted to strength and conditioning coach
1993-03-02|Raiders|Ray Hamilton (b)?||hired as defensive line coach
1993-03-05|Redskins||Joe Gibbs (a)|resigned as head coach
1993-03-05|Redskins|Richie Petitbon||promoted from defensive coordinator to head coach
1993-03-08|Broncos|Alvin Reynolds||hired as defensive quality control coach
1993-04-27|Bills|Marv Levy||re-signed as head coach to a 2-year, ~$1.7M contract extension through 1996
1994-01-01|Falcons||Jerry Glanville|resigned as head coach (date approximate)
1994-01-07|Jets||Bruce Coslet|fired as head coach
1994-01-07|Jets|Pete Carroll||promoted to head coach
1994-01-24|Falcons|June Jones||hired as head coach
1994-02-01|Patriots|Maurice Carthon||hired as assistant coach (date approximate)
1994-02-01|Redskins||Richie Petitbon|fired as head coach (date approximate)
1994-02-02|Redskins|Norv Turner||hired as head coach
1994-02-03|Cardinals|Buddy Ryan||hired as head coach & GM
1994-02-07|Browns|Jacob Burney||hired as defensive line coach
1994-02-07|Falcons|Bob Palcic||hired as offensive line coach
1994-02-07|Falcons|Greg Brown||hired as secondary coach
1994-02-07|Jets|Don Breaux||hired as tight ends coach
1994-02-08|Oilers|Kevin Gilbride Sr.||promoted to assistant head coach/offense
1994-02-21|Jaguars|Tom Coughlin||hired as head coach
1994-02-23|Oilers|Frank Bush||hired as special teams coach and quality control coach
1994-02-23|Oilers|Frank Novak||hired as special teams coach and running backs coach
1994-02-23|Oilers|Gregg Williams||hired as linebackers coach
1994-02-23|Vikings|Jerry Rhome||hired as receivers coach
1994-03-01|Chiefs|Jimmy Raye||promoted to running backs coach (date approximate)
1994-03-29|Cowboys||Jimmy Johnson|resigned as head coach
1994-03-30|Cowboys|Barry Switzer||hired as head coach
1994-11-14|Oilers||Kevin Gilbride Sr.|fired as assistant head coach/offense
1994-11-14|Oilers||Jack Pardee|fired as head coach
1994-11-14|Oilers|Jeff Fisher||promoted to interim head coach / defensive coordinator
1994-12-29|Broncos||Wade Phillips|fired as head coach
1994-12-29|Seahawks||Arnie Matsumoto|fired as staff assistant coach
1994-12-29|Seahawks||Bob Bratkowski|fired as wide receivers coach
1994-12-29|Seahawks||Clarence Shelmon|fired as running backs coach
1994-12-29|Seahawks||Larry Kennan|fired as offensive coordinator-quarterbacks coach
1994-12-29|Seahawks||Tom Catlin|fired as quality control coach
1994-12-29|Seahawks||Tommy Brasher|fired as defensive line coach
1994-12-29|Seahawks||Dave Brown|fired as defensive assistant coach
1994-12-29|Seahawks||Frank Raines|fired as strength and conditioning coach
1994-12-29|Seahawks||Howard Mudd|fired as offensive line coach
1994-12-29|Seahawks||Paul Moyer|fired as defensive backfield coach
1994-12-29|Seahawks||Russ Purnell|fired as special teams-tight ends coach
1994-12-29|Seahawks||Rusty Tillman|fired as defensive coordinator-linebackers coach
1994-12-29|Seahawks||Tom Flores|fired as head coach
1995-01-01|Eagles||Rich Kotite|fired as head coach
1995-01-01|Rams||Chuck Knox Sr.|fired as head coach (date approximate)
1995-01-05|Jets||Pete Carroll|fired as head coach
1995-01-05|Jets|Rich Kotite||hired as head coach
1995-01-05|Oilers|Jeff Fisher||promoted to head coach
1995-01-11|Packers||Dick Jauron|resigned as defensive backs coach (date approximate)
1995-01-13|Bengals|John Garrett (M.)||hired as assistant offensive coach
1995-01-13|Lions||Billie Matthews|retired as assistant running backs coach
1995-01-13|Lions||Dave Jaumotte|fired as tight ends coach
1995-01-13|Lions||Lamar Leachman|fired as assistant defensive line coach
